Title,Abstract
Probing song motor circuit architecture and function in Drosophila melanogaster,"A major open question in neuroscience is how activity within motor circuits gives rise to the dynamics of natural behavior. Answering this question can be difficult when motor circuits are incompletely mapped for most behaviors in most organisms. We address this problem through a novel approach - exploring a wide range of activity patterns via optogenetics in a small set of known neurons within the putative song production motor circuits of Drosophila (male flies sing to advertise themselves to the female by vibrating a single wing). For each activity pattern in each identified cell type, we record song production in freely behaving flies and analyze both song patterns and locomotor dynamics using custom software - from this large dataset we generate models (using Stimberg et al., eLife 2019) of the song motor circuits that include known cell types in addition to hypothesized new cell types. We then test these models using targeted optogenetic experiments and whole-brain calcium imaging to identify new neurons within the pathway. This framework for comprehensive circuit identification and characterization enabled identification of previously unknown neurons of the male song circuit, as well as a revision of the role of a known descending neuron in shaping song dynamics. In particular, we find that male song choice is shaped by a mutually inhibitory brain circuit with post-inhibitory rebound dynamics. In sum, our analysis framework, encompassing experiments informing circuit models, and models generating testable predictions, paves the way towards a comprehensive understanding of the motor circuits underlying complex behavior."
Hippocampal replay rapidly and repeatedly adapts to reconfigurations of barrier wall structure in a changing complex maze.,"Hippocampal replay has been proposed as an important substrate for path planning and learning because it encodes behaviorally relevant trajectories. However, there is little work on how replay responds to environments with barriers. Barriers change the topological structure of the environment and can have profound effects on navigation. To address this, we developed a new task to elicit replay through barriers. We adapted an open field, goal-directed task to include transparent, jail bar barriers that impeded the rat's path but minimized interruption of visual and olfactory cues. The 6 barriers could be fitted into 12 different positions, giving a total of 924 unique configurations; new configurations were chosen pseudorandomly for each session, and each rat received between 30-70 training sessions before recording. All other features of the environment remained fixed. The task consisted of goal directed trials to a fixed unmarked ""home"" well (which changed across sessions) alternating with cued trials to random wells backlit by a flashing light which were designed specifically to lure the replay through the barriers. We recorded up to 376 place cells simultaneously in dCA1 using high tetrode-density hyperdrives. Remarkably, across barrier configurations, awake replays rarely crossed the barriers. To avoid being biased toward smooth trajectories that might not have been as readily detected because of sampling issues at the barriers, we developed a new quantitative method to measure and visualize replay-like representational transitions in all candidate replay events and confirmed the finding. Since multiple sessions were recorded each day, we were able to assess the relationship between place field remapping and barrier-respecting replay. We found that most place cells do not remap between configurations, suggesting that the same place cells with the same place fields rapidly reconfigure their relationships to one another to support awake replay that obeys the topological constraints of each environment."
Why do neurons spike spontaneously?,"Spontaneous firing, observed in many neurons, is often attributed to ion channel or network level noise. Cortical cells during slow wave sleep exhibit transitions between so called Up and Down states. In this sleep state, with limited sensory stimuli, neurons fire in the Up state. Spontaneous firing is also observed in slices of cholinergic interneurons, cerebellar Purkinje cells and even brainstem inspiratory neurons. In such in vitro preparations, where the functional relevance is long lost, neurons continue to display a rich repertoire of firing properties. It is perplexing that these neurons, instead of saving their metabolic energy during information downtime and functional irrelevance, are eager to fire. We propose that spontaneous firing is not a chance event but instead, a vital activity for the well-being of a neuron. Neurons in anticipation of synaptic inputs, keep their ATP levels at maximum. As recovery from inputs requires most of the energy resources, neurons are ATP surplus and ADP scarce during synaptic quiescence. With ADP as the rate-limiting step, ATP production stalls in the mitochondria. This leads to toxic Reactive Oxygen Species (ROS) formation, which are known to disrupt many cellular processes. We hypothesize that spontaneous firing occurs at these conditions as a release valve to spend energy and to restore ATP production, shielding against ROS. By linking a mitochondrial metabolism model to a conductance-based neuron model, we show that spontaneous firing depends on baseline ATP usage and on ATP-cost-per-spike. From our model, emerges a mitochondrial mediated homeostatic mechanism that provides a recipe for different firing patterns. Our findings, though mostly affecting intracellular dynamics, may have large knock-on effects on the nature of neural coding. Hitherto it has been thought that the neural code is optimised for energy minimisation, but this may be true only when neurons do not experience synaptic quiescence."
Automatic fitting of spiking network models to neuronal activity reveals limits of model flexibility,"A major goal of theoretical neuroscience is to develop network models that can reproduce key aspects of neuronal activity recorded in the brain. A given model typically reproduces some, but not all, of the desired features of neuronal recordings. We term the ability of a network model to match different statistics of neuronal data the model flexibility. To characterize model flexibility and improve existing network models, we need 1) incisive measures to compare neuronal recordings with the activity produced by network models, and 2) automatic methods to fit network model parameters to data to understand where existing models fall short. To address these needs, we propose to use population activity statistics based on dimensionality reduction that goes beyond the commonly-used single-neuron and pairwise statistics. Furthermore, we develop a Bayesian optimization algorithm to efficiently fit model parameters to data. We then used our algorithm to study which aspects of neuronal activity recorded in macaque V4 can be reproduced by classical balanced networks (CBN) and spatial balanced networks (SBN). We found that CBNs are less flexible compared to SBNs in fitting population activity from visual area V4 and discovered a strong trade-off between population statistics and single-neuron Fano factors, thereby revealing limits on the model flexibility. These insights can be used to guide the development of future network models whose activity resembles neuronal recordings even more closely."
Neural basis of active odour trail tracking in rodents,"Active sensing, where sensing is under voluntary control, is extensively used for scanning the environment to extract features of interest from relevant stimuli. Odour-guided navigation is important for rodents as they rely heavily on olfactory cues for finding food, mates and avoiding predators. Navigating odour trails  involves bilateral comparison from the two nares across multiple sniffs, followed by subsequent motor actions. The neural basis for such flexible yet precise behaviour remains poorly understood. Among the olfactory cortical areas, the anterior olfactory nucleus (AON) has privileged access to information coming from both nostrils and sends feedback projections to the olfactory bulb. This circuit architecture suggests that the AON is a key hub, relevant for olfactory guided behaviours, where bilateral odour concentrations are continuously estimated and integrated for correct motor outputs. Here we use an open-loop treadmill with dynamic odour trails that continuously challenge the mice to navigate with high precision to get rewards.  We use DeepLabCut to estimate positions of the snout and other body parts with high accuracy (&lt; 0.7 mm on test set). Mice learn this behavior quickly (&gt;70% rewards collected after 3 days). We observed that while mice predominantly cast while tracking, there exist other modes of following a trail that have not been previously characterized. We corroborated previous work showing that naris occlusion biases the trail tracking behavior. To begin to address the neural basis of how cues are integrated in the brain to modulate motor output, we chose to study the AON as well as the antero-lateral motor cortex (ALM), a hub for motor planning. We find that the AON and the ALM are critical for this behavior, since targeted chemogenetic perturbations led to perturbed trail tracking. We will discuss the relevance of AON for tracking that possibly extend beyond simple bilateral integration of olfactory information."
Oxytocin Enables Social Transmission of Maternal Behavior,"Maternal care is profoundly important for mammalian survival, and maternal behaviors can also be expressed by non-biological parents after experience with infants. One critical molecular signal for maternal behavior is oxytocin, released by hypothalamic paraventricular nucleus (PVN) and enabling plasticity within auditory cortex for recognizing infant vocalizations. To determine how these changes occur during natural experience, we continuously monitored homecage behavior of female virgin mice co-housed for days with an experienced mother and litter, synchronized with in vivo recordings from virgin PVN cells, in particular from oxytocin neurons. Mothers engaged virgins in maternal care by ensuring that virgins were in the nest, and demonstrated maternal behavior in spontaneous pup retrieval episodes. These social interactions activated virgin PVN and gated behaviorally-relevant cortical plasticity for pup distress calls. Thus rodent maternal behavior can be learned by social transmission, and our results describe a mechanism for adapting the brains of new parents to infant needs via endogenous oxytocin."
Spatio-temporal dynamics of cortical cholinergic signaling,"During wakefulness, animals transition rapidly between discrete behavioral states, such as arousal and locomotion. These state transitions are associated with alterations in ongoing cortical activity to influence perception and cognition. Neuromodulators, such as acetylcholine, may serve as a key link between behavioral state and cortical function. Ascending cholinergic projections were long thought to homogeneously impact cortical activity. However, more recent evidence for spatial diversity in cholinergic axonal arborizations suggests the potential for heterogeneous modulation across the cortex. Importantly, the spatial and temporal dynamics of cholinergic signaling across cortical networks during behavioral state transitions are unknown. To address this question, we used a recently developed genetic tool— fluorescent G-protein coupled receptor based sensors (GRABs)1 –that enables measurement of acetylcholine levels with excellent spatial and temporal precision. Using a recently reported approach for widespread viral expression following neonatal sinus injection2, we simultaneously monitored green fluorescent GRABs signaling and red fluorescent neuronal activity via jRCaMP1b across the entire cortex using widefield, mesoscopic imaging. These experiments were performed in head-fixed mice freely running on a wheel, transitioning between bouts of arousal, quiescence and locomotion.  Our results demonstrate that cholinergic signaling is remarkably heterogeneous across cortical regions, with arousal, as measured by pupil diameter, and locomotion, as measured by wheel motion, associated with distinct spatial and temporal cortical patterns of cholinergic activation. In particular, arousal (induced by airpuff) in the absence of locomotion homogenously increases cholinergic levels in the cortex, whereas locomotion onset predominantly increases activity in the frontal cortex. Furthermore, locomotion onset is associated with decreased correlation of the cholinergic signal across diverse cortical areas. These findings are also associated with distinct patterns of activity in cortical excitatory neurons. This state-of-the-art dual imaging approach allows us to quantitatively dissect the relationship between heterogeneous cholinergic signals across the cortex and local cortical dynamics."
A two time-scale normative model of C. elegans sensory adaptation and behavior,"We examine the mechanisms underlying adaptation or habituation of sensory neural responses to repetitive stimuli. Specifically, we observe that early olfactory neurons adapt their peak response to repetitive stimulation with an exponential decay pattern. The rate of decay is proportional to the duty cycle of the stimulus. Since neural function and behavior are canonically linked, we hypothesized that behavioral responses to repeated chemosensory stimulation should adapt as well. Instead, behavior remained constant, suggesting that adaptation in primary sensory responses is matched with sensitization elsewhere in sensory circuits. To explore these dynamics, we posited two timescales of information embedded in these responses: immediate, actionable information associated with the current stimulus, and longer-term residual memory associated with prior stimulus history. We adopted a normative approach to investigate the neural dynamics that might give rise to such responses. By formulating the two timescales into drift-diffusion type decoders, we formally optimized sensory neural dynamics so as to efficiently produce short and long-term latent representations of the stimulus. The model reproduced experimental measurements of adaptation over minutes and neural inactivation over seconds. Succinctly, the goal of the sensory neurons is to drive both immediate actionable representations as well as memory traces that confer information about stimulus history. It turns out that for later trials in the experiment residual memory possesses more concrete information about stimulus identity. Mechanistically, this indicates that a qualitatively inferior immediate stimulus representation produced by reduced activity in the sensory neurons can be compensated by secondary dynamical processes downstream of the sensory neurons. Such dynamics may take the form of interneurons and/or modulatory processes. Thus, the model suggests that composition of information extracted from the stimulus over multiple timescales allow the organisms to maintain reliable behavioral responses despite sensory adaptation."
Local Synaptic Balancing for Network Robustness,"A neural network that performs a task is often thought to implement a particular, deterministic input-output map. Generally, there exist many configurations of synaptic weights which compute the same deterministic input-output map and which, therefore, would enjoy equivalent task performance in the absence of noise. Yet, the assumption of deterministic computation hardly holds in biology, where single neurons compute in a highly noisy information environment. Two networks which in the absence of noise would compute the same input-output map may perform quite differently when noise is present. It is of considerable interest, then, to not only 1) better understand the set of weight configurations which yield equivalent task performance in the deterministic setting, but also 2) locate configurations which yield improved task performance in the presence of noise. Unfortunately, given the complexity and nonlinearity of tasks and of networks, analytical answers to these questions have been hard to find.Here we present an analytical method, which we call local synaptic balancing, to explore entire sets of deterministically equivalent networks (addressing question 1) while finding weight configurations which are more robust to noise (addressing question 2). Importantly, our method does not rely on task-based network training---or for that matter a learning signal of any kind---but, rather, exploits natural symmetries in commonly-studied neural network formulations. Key to our approach is constructing an integrable dynamical system on the space of synaptic weight matrices, leading to many conserved quantities, which in turn imply conservation of global dynamics while increasing network robustness in a mean-field sense.Remarkably, our exploration of weight space corresponds directly to weight updates that are locally implementable by biological neurons, raising the possibility that biological neural networks implement local synaptic balancing as a means to improve the robustness of computation."
Recurrent neural network dynamics are dependent on learning rule,"Recurrent neural networks (RNNs) have been used as computational models to probe neural dynamics during cognitive and motor tasks (Mante et al., 2013; Sussillo et al., 2015; Song et al., 2016). However, there exists multiple learning algorithms for training RNNs, raising the question of how training may inﬂuence conclusions and insights. To examine this question, we trained RNNs with different learning rules to discriminate noisy inputs, analogous to a random dots motion task (Williams et al., 2018). We trained RNNs using four learning rules: a genetic algorithm (GA), gradient descent via backpropogation-through-time (BPTT), ﬁrst order reduced and controlled error (FORCE) (Sussillo &amp; Abbott, 2009), and a Hebbian-inspired learning rule (Miconi, 2017). First, we used tensor component analysis (TCA) to show that RNNs trained with different learning rules have differences in task representation and learning dynamics. Second, we observed that the recurrent weight matrix took on a structure suggestive of two neural populations that self-excite and cross-inhibit when trained with BPTT and GA, but not with the FORCE and Hebbian learning algorithms. Finally, we found that the RNNs used different dynamical mechanisms. While the Hebbian trained RNN instantiated a ""single attractor"" mechanism, the GA RNN instantiated a ""three attractor"" mechanism comprising two stable and one unstable attractor for every input. Interestingly, the BPTT and FORCE trained networks appeared to instantiate both the single attractor mechanism and the three attractor mechanism depending on the magnitude of the input being fed to the network. We found that RNNs employing the three attractor mechanism were more robust to noisy inputs. In summary, careful consideration should be given to the choice of learning rule when training RNNs. Further, computational motifs that persist across models trained with different learning rules are good candidates for proposing novel computational mechanisms for in vivo neuronal systems."
Modeling the population-level statistics and structure of hippocampal place cell responses,"In large environments, individual hippocampal place cells can have multiple place fields with highly diverse statistics. The distribution of the number of fields per cell is long-tailed and cells with higher field propensity in one environment tend to fire more across environments. It is unclear what factors drive these statistics, and whether they arise because of dynamical constraints or an optimization of some coding property. The finding seems information-theoretically counterintuitive: efficient codes are typically whitened so that each coding element has an equal contribution probability. Thus we explore through computational modeling the hypotheses that populations of place cells compete to respond to their drive from grid cells and sparse external spatial cues, and that the grid-cell input influences the field statistics of place cells. We show that the observed population statistics of place fields can be robustly replicated with associatively learned or random grid-cell-to-place-cell connections in single environments. Further, the model predicts that relative field propensities across cells will remain unchanged across environments because the average response of grid cells is invariant across environments (once averaged across a length-scale of the period). Finally, we make new predictions for the structure of place-field distributions: A) The distribution of inter-field intervals (IFIs) should be structured, with peaks at specific values that can be derived analytically. B) The discrete spatial frequencies associated with grid periods should be overrepresented in the power spectral density (PSD) of place cells, even in the presence of non-grid spatial input and noise. These serve as robust predicted signatures of information flow from grid to place cells."
A GLM approach for characterizing orbitofrontal cortical responses to multiple reward attributes,"The orbitofrontal cortex (OFC) is a part of the prefrontal cortex that is thought to be critical for goal-directed behaviors and value-based decision-making. Studies of value-based decision-making in animal models often use sensory cues (e.g., static images, odors) to convey information about one or more reward attributes simultaneously (e.g., identity, amount, and/or probability). Here, we trained rats on a task in which distinct sensory cues occurring independently and variably in time conveyed information about dissociable reward attributes (reward probability and amount). We exploited the temporal variability of task events to fit a generalized linear model (GLM) to OFC firing rates, to generate a rich description of the encoding of various task variables, including distinct reward attributes, choice, and trial history, over time in individual neurons. This approach, which has successfully been applied in sensory, motor, and premotor areas during perceptual decision-making, provides a powerful platform for characterizing neural coding in areas subserving value-based decision-making, including the OFC."
System identification in the brain: clustering dynamical rules from sensory data,"Sensory information reaches the brain in a stream of data exhibiting non-trivial temporal correlations. These correlations arise from multiple effects, from dynamical laws acting in the environment to non-trivial receptor response profiles. Detecting changes in the correlation structure of sensory signals can thus shed light on important changes in the dynamics of the environment, as well as on internal changes.Here we present a biologically plausible neural network for clustering time-series data based on their dynamical structure. Our method starts with a circuit that keeps a running estimate of the autocorrelation. The activations of the output neurons in this system can be thought of as a vector of autocorrelations at several different lags. This autocorrelation vector is then used as input to a second neural network that acts as a clustering algorithm. The largest output of this network indicates the most likely identity of the generating process for the input series. The clustering neural network is derived from an optimization principle that aims to map signals with similar autocorrelation structure to similar outputs.We test the performance of our network on signals that are drawn from autoregressive moving-average (ARMA) models with piecewise-continuous parameters. We find that the clusters identified using our method are in very good agreement with the ground truth. Comparing to a cepstral method used in control theory, we find that our method is just as effective, despite being simpler, faster, and using less memory.We note that, unlike most work on change-point detection, our approach is sensitive to transitions in the temporal correlation structure of the signal, not only to changes in the instantaneous distribution of values."
Saccades enhance perception via interactions between visual and motor signals in area V1.,"Several times per second, macaques and humans make rapid saccadic eye movements that direct the fovea to objects of interest. There is increasing evidence that saccades and a corollary discharge (CD) signal (associated with the motor command to move the eyes) both play important roles in perception. However, we know little about the relationship between perception and peri-saccadic neural activity because the two are usually not studied concurrently. To investigate this relationship, we recorded neural activity in primary visual cortex (V1) while the macaques performed a contrast discrimination task with stimuli presented during a saccade or simulated saccade (no CD signal). Consistent with human psychophysical data, in macaques we find that a saccade reduces contrast sensitivity at low spatial frequencies; importantly, this suppression is accompanied by reduced single-neuron spike rates. The correlation of neural and perceptual effects suggests that a CD signal in V1 is involved in saccadic suppression, which is thought to be critical for the lack of perceived blur during saccades and the apparent stability of perception despite jumps in gaze. At higher spatial frequencies, we find that saccades enhance contrast sensitivity, with a corresponding increase in firing rates. Increases in neural activity and perceptual sensitivity may enhance object recognition, as significant form information is present at higher spatial frequencies. In addition to these frequency-specific effects, at all spatial frequencies, each new fixation is accompanied by a non-visual signal that resets and synchronizes local field potential oscillations and spiking. Using data-driven stochastic process models, we find that the modulations of firing rate can be explained by interactions between visual and motor signals within V1 neurons. Animals’ perceptual decisions can also be predicted from V1 spikes; to do this the classifier makes use of the spatio- temporal pattern of spikes across the recording array (rather than a simple rate code)."
Synaptic Plasticity in Balanced Networks,"The dynamics of local cortical networks is irregular, but correlated. While dynamic balance is a plausible mechanism that generates such stochastic activity both in asynchronous, and correlated regimes, it remains unclear how such balance is achieved and maintained in actual neural networks. In particular, it is not fully understood how plasticity induced changes in the network affect balance, and in turn, how correlated, balanced activity impacts learning.How will the dynamics in balanced network change under different plasticity rules in the asynchronous or correlated state? How does the presence of correlations in the recurrent network impact learning? When and how do correlations change the evolution of weights, their eventual magnitude, and structure across the network? To address these questions, we develop a general theory of learning in balanced networks. We show that, in general, balance is attained and maintained under plasticity induced weight changes both in the asynchronous and correlated state. We find that correlations in the input mildly, but significantly affect the evolution of synaptic weights. More importantly, under certain plasticity rules, we find an emergence of correlations between weights and rates. Under these rules, synaptic weights converge to a stable manifold in weight space with their final configuration dependent on the initial state of the network. Thus the network can retain a memory of its initial state even under learning."
Network principles predict motor cortex population activity structure across movement speeds,"We can often perform the same action at different speeds. Altering movement speed necessitates altering multiple aspects of muscle activity: frequency, amplitude, and overall pattern. How is neural activity structured to enable such changes? To predict the dominant structure of neural activity, we leveraged principles governing the dynamics of recurrent networks. Noise-robust network dynamics require neural trajectories to have ‘low trajectory tangling’; small changes in neural state should never be associated with large changes in its derivative. For a rhythmic trajectory, the lowest-tangled geometry is a circle. This yields the first prediction: regardless of the trajectory of muscle activity, the neural trajectory should – across all speeds – be dominated by two-dimensional circular structure. More complex signals should be present in other dimensions but should be small, to avoid increasing tangling. A second prediction arises from the observation that traversing the same trajectory at different speeds would increase tangling. Thus, the near-circular trajectories (one per speed) should be separated by a translation and/or tilt into new dimensions. To test these predictions, we recorded motor cortex population activity and muscle activity as monkeys performed a cycling task. Cycling speed was instructed by visual cues. We first analyzed the data for each speed separately. In the top two principal components, muscle trajectories varied greatly across speeds. Neural trajectories did not, but instead remained consistently circular. Analyzing all speeds together revealed that these circular trajectories were separated by a translation (orthogonal to the main plane of rotation) and tilted modestly into new dimensions. As a result, neural trajectory tangling remained low despite high muscle trajectory tangling. Simulations confirmed that this strategy naturally emerges during network optimization. These results demonstrate that the dominant features of motor cortex activity can be anticipated and explained by considering how network activity should be structured to remain noise-robust."
Encoding object transformations across distinct areas of rodent visual cortex,"The ability to recognize objects despite the enormous variation with which they can appear (e.g., due to viewing angle, scale, or lighting) is a computational feat widely believed to be unique to the primate visual system. Recently, rats have been shown to perform invariant object recognition tasks, and a subset of areas in visual cortex (V1, LM, LI, LL) has been proposed as functionally analogous to the hierarchical pathway underlying object recognition in primate ventral visual cortex. Previous studies have used electrophysiology in anesthetized rats and resulting population-level analyses have largely relied on aggregating few simultaneously recorded cells across many sessions. The present study takes advantage of optical methods, which allow simultaneous access to multiple brain regions with single-cell resolution, and presents their first application to an animal model of invariant object recognition. Awake, head-fixed rats expressing GCaMP in areas V1, LM, and LI were imaged using large-field two-photon microscopy while shown a battery of visual stimuli. Low-level response properties were tested with receptive field measurements and drifting gratings. High-level properties were tested with objects that varied through identity-preserving or identity-changing transformations. At the single-neuron level, relative differences in low-level properties between visual areas were in agreement with electrophysiology studies in primates and in anesthetized rats. However, population-level analyses of simultaneously recorded neurons revealed surprising differences from previous studies of how these visual areas may support object recognition. Object representations were most separable in V1 and least separable in LI, and view-specific information was present across all visual areas tested. In addition, when trained to classify objects at one view, V1 populations showed successful generalization to novel, untrained views. These results provide new insights into how rats may provide both an alternate and complementary model for invariant recognition."
Non-linear matrix factorization methods for extracting calcium traces in moving C. Elegans videos,"In the past five years, new imaging techniques have made it possible to record 3D volumetric data from whole animals with high speed and single-neuron resolution. When used with calcium indicators, these techniques can be used to observe large-scale patterns of neural activity with high spatial and temporal precision. Extracting traces of neural activity from this data is a difficult problem that has been addressed using a variety of approaches. Recently, non-negative matrix factorization (NMF) methods have been proposed for solving this problem. These methods extract neural activity from imaging data by building a low-rank representation of the data, expressed as a product of two matrices that encode the spatial footprints of neurons and their temporal firing activity respectively. This general approach has proven to be very effective for denoising and demixing calcium signals in a variety of applications. However, one shortcoming of traditional NMF methods is their assumption that the spatial footprint of neurons is invariant across time. In whole-animal recordings of behaving Caenorhabditis elegans (C. elegans), this assumption is unrealistic due to the non-linear movement of the worm, causing NMF methods to perform poorly at extracting calcium signals. Tracking methods that explicitly model neuron motion also fail at this task, because they require high-fidelity detection of neurons, which is often not realizable in biological signal-to-noise regimes. Instead, to solve this problem, we propose using a method from the machine learning literature called Wasserstein-NMF (W-NMF), which deals with neuron motion by modeling it as a type of noise. We describe how this approach can be adapted to extract calcium traces from moving neurons in imaging data, and demonstrate its effectiveness on synthetic and real whole-brain imaging data of C. elegans."
Hierarchical Network Dynamics and Behavior – Insights from Amygdala,"Current technological advances enable following neuronal populations in deep brain structures as animals perform complex behaviors. Contrary to many peripheral systems (sensory/motor), it is not evident what projections of the neural data capture the functional role of the network, specifically when behavior and neuronal space are high-dimensional. We introduce a novel data driven approach to learn dynamical structure from neuronal population activity, without information regarding behavior or the environment. We use transitions between recurrent neuronal network patterns to detect regularities in both neuronal space and time directly from non-averaged neuronal trajectories. We apply the dynamical approach for the analysis of calcium imaging data from the basolateral amygdala (BLA), collected while mice performed complex, self-paced behavior. Results show the seemingly complex network dynamics is effectively described by a hierarchical, modular structure, that is invariant across animals albeit differences in single neuron encoding. The hierarchical dynamics is linked to behavior on multiple timescales, and sequential network dynamics reliably represent behaviors nested in low dimensional abstract task structure. We follow with testable predictions as to the system’s susceptibility to specific perturbations with novel implications as to BLA function in forming flexible action-outcome associations in a state-dependent manner. Results suggest hierarchical dynamical models offer a unified framework to capture structure in neuronal activity and its relation to both fast behavioral changes and slow modulations in abstract task parameters."
The role of thalamus in maintenance of sequential cortical activity,"Performing learned behavior requires animals to produce precisely timed motor sequences. Birdsong is an excellent natural example of a complex, learned and precisely timed motor behavior. Here we used zebra finch as a model organism to ask how thalamic input maintains and controls the dynamics of the learned cortical sequences underlying song production. In birds, the production of the male courtship song is controlled by a brainstem-thalamocortical feedback loop that exclusively controls singing behavior. A critical component of this network is the nucleus Uveaformis (Uva), a small thalamic region that is necessary for adult singing. Despite its importance, single unit recordings from Uva during singing have never been reported and consequently, the exact cellular and circuit-level function of this nucleus is unknown. We developed a lightweight (~1 g) microdrive for juxtacellular recordings and with it performed the very first extracellular single unit recordings in Uva during song production. The population of Uva neurons that project to the song premotor cortical region HVC (used as a proper noun), fire bursts of action potentials prior to syllable onsets, produce rhythmic and stereotyped bursts within syllables, and are suppressed prior to syllable offsets. We additionally traced the axon terminals of single Uva neurons that project to HVC, and found that they form a focal arborization within HVC such that each HVC neuron receives input from only one Uva neuron. Our physiological and anatomical results suggest that Uva maintains sequential cortical activity during song, but does not provide unambiguous timing information. Our observations are more consistent with a model in which the brainstem-thalamocortical feedback loop acts at the syllable time-scale (~100 ms) and is less consistent with a recent model in which the brainstem-thalamocortical feedback loop acts at fast time-scale (~10 ms) to generate sequences within cortex."
Experimental demonstration of single neuron specificity during underactuated neurocontrol,"Population-level neurocontrol has been advanced predominately through the miniaturization of hardware, such as MEMS based electrodes. However, miniaturization alone may not be viable as a method for single-neuron-specific control within large ensembles, as it is typically infeasible to create electrode densities approaching 1:1 ratios with the neurons whose control is desired. That is, even advanced neural interfaces will likely remain underactuated, where there are fewer inputs (electrodes) within a given tissue than there are outputs (neurons). A complementary “software” approach may help to bridge the gap by allowing individual electrodes to independently control multiple neurons simultaneously. Here we extend an underactuated control schema previously validated in theoretical analysis and simulation (Ching &amp; Ritt, 2013), that uses stimulus strength-duration tradeoffs to activate a target neuron while leaving non-targets inactive. We test this schema in mice in vivo, by independently controlling pairs of cortical neurons receiving common optogenetic input. Initial results show neurons can be specifically and independently controlled following a short (~3 min) system identification procedure. However, when using static stimulation parameters, nonstationarities degrade performance on a timescale of 2-5 minutes. We developed an adaptive control procedure that repeatedly fits recorded neurons to stochastic Integrate and Fire (IAF) models based on the deviation of expected and observed spiking in blocks of trials, and selects optimal stimulation parameters in the next block from the updated models. This adaptive recalibration repeats periodically, allowing the controller to adapt to both short- and long-term changes in neural parameters. We find the adaptive approach can maintain control over much longer time periods (&gt;20 minutes)."
Single neurons in rat orbitofrontal cortex predict confidence-guided time investment and choice updating,"Every decision we make is accompanied by a sense of confidence about its likely outcome. Confidence judgments have been studied as a central aspect of metacognition in humans, but estimating the degree of confidence confers an adaptive advantage for any organism from the sophisticated to the mundane: deciding between fight and flight, choosing which drink to order or managing a stock portfolio. Which properties are required for a neural representation of confidence? First, neural activity should reflect a confidence computation, i.e. reflect the statistical likelihood that a proposition is correct, P(choice=correct | evidence, choice). Second, neural activity should be related to decisions based on confidence, i.e. predict confidence-guided behavior. A prerequisite for metacognition is an abstract and centralized confidence representation with two additional criteria: Abstract confidence representations should generalize across the source of information used for probability computations, and generalize across different types of confidence guided behaviors. Neurons in several brain areas meet the first requirement; however, it is unknown if there are neural representations of confidence that fulfill these criteria and thus establish abstract confidence representations. Here we tested these criteria by training rats to make perceptual choices based on either an ambiguous smell or sound and invited them to invest variable time for a potential reward after each decision. We developed normative decision models to show that decision confidence guided rats’ trial-by-trial time investment behavior as well as rats’ trial-by-trial updates in choice bias. Single neurons in orbitofrontal cortex (OFC) neurons represented statistical confidence and predicted both confidence-guided behaviors. Neurons predicted time investment and choice updating in the next trial irrespective of the sensory modality, olfactory or auditory, used to make a choice. Orbitofrontal cortex thus provides a generalized encoding of confidence consistent with a metacognitive process that is useful for mediating confidence-guided economic decisions."
Optogenetically-evoked Modulation of Noise Correlations in the Visual Cortex,"Correlated variability is a ubiquitous feature of cortical networks, but its sources and impact on behavior are still unknown. Noise correlations between pairs of simultaneously recorded neurons have been studied, as they are an accessible way to quantify the collective activity of cells in a population. Changes in noise correlations have been linked to an assortment of behavioral conditions, including attention, arousal, as well as experience and learning.Such correlation analyses have revealed crucial information about the functional architecture of cortical networks, providing information about network dynamics not discernible from single neuron recordings. Furthermore, correlated variability has been theorized to be both beneficial and detrimental for stimulus encoding, depending on the task and response properties of cells in which correlations are measured. However, there presently exists no method to causally manipulate correlations between neurons independent of other task parameters.Here, we combine electrophysiology and computational modeling to better understand the mechanisms of correlated variability. Using optogenetic stimulation of a population of excitatory neurons in V1, we demonstrate that noise correlations can be  modulated at both short and long--term timescales. First, we show that immediately following laser stimulation (hundreds of milliseconds), noise correlations between targeted neurons are dramatically reduced. Second, we show that correlations during laser stimulation drop over the course of many stimulation trials (minutes to hours), suggestive of concomitant plastic changes in the network.  Both of these effects can be replicated in a model dynamically balanced network operating in a correlated state and subject to inhibitory plasticity. A theoretical analysis of this networks provides testable hypotheses about the mechanisms that underlie the experimentally observed changes in connectivity.We thus describe a novel method by which we can alter the functional connectivity in a target population to better understand the origins and impact of correlated variability in cortical networks, and an associated theoretical framework that allows us to understand the mechanisms driving these changes."
