Keywords
"[cognition] object/scene recognition,[cortex] visual,[computational/modeling] deep networks,[sensory systems] cortex"
"[other representations] birdsong,[computational/modeling] generative models,[neural coding/decoding] dimensionality reduction"
"[computational/modeling] generative models,[behavior] motor task,[behavior] social,[computational/modeling] deep networks"
"[behavior] navigation,[cortex] retrosplenial,[other representations] place cells/fields,[techniques] imaging population"
"[neural coding/decoding] other,[learning/plasticity] associative learning,[computational/modeling] recurrent neural networks"
"[neural coding/decoding] oscillations,[techniques] EEGs/field potentials"
"[learning/plasticity] reinforcement learning,[learning/plasticity] rule learning,[cognition] decision-making,[behavior] foraging"
"[learning/plasticity] cellular/synaptic,[computational/modeling] representational learning,[cortex] visual,[computational/modeling] deep networks"
"[sensory systems] vision,[computational/modeling] neural response modeling,[techniques] electrophysiology"
"[techniques] biophysics,[computational/modeling] spiking models"
"[techniques] optogenetics,[computational/modeling] mean-field methods,[circuit] inhibitory interneurons,[cortex] visual"
"[other representations] grid cells,[neural coding/decoding] population coding,[neural coding/decoding] information theory,[learning/plasticity] error-correction"
"[neural coding/decoding] population coding,[computational/modeling] neural response modeling,[motor systems] cortex,[neural coding/decoding] dimensionality reduction"
"[cognition] decision-making,[cognition] reward,[cortex] prefrontal,[techniques] electrophysiology"
"[cognition] decision-making,[cortex] LIP"
"[techniques] optogenetics,[computational/modeling] spiking models,[behavior] social,[techniques] imaging population"
"[behavior] navigation,[circuit] hippocampus,[other representations] place cells/fields"
"[disease] neurodegeneration,[computational/modeling] spiking models,[circuit] pyramidal neuron,[circuit] purkinje neuron"
"[neural coding/decoding] population coding,[computational/modeling] spiking models,[cortex] visual,[neural coding/decoding] dimensionality reduction"
"[motor systems] sensorimotor integration,[behavior] navigation"
"[learning/plasticity] perceptual learning,[behavior] social"
"[neural coding/decoding] correlations,[techniques] EEGs/field potentials,[cortex] visual,[techniques] imaging population"
"[sensory systems] adaptation,[behavior] other,[computational/modeling] normative modeling,[techniques] imaging cellular"
"[learning/plasticity] other,[computational/modeling] deep networks,[computational/modeling] recurrent neural networks"
"[computational/modeling] deep networks,[computational/modeling] recurrent neural networks"
"[computational/modeling] linear models,[circuit] hippocampus,[other representations] place cells/fields"
"[computational/modeling] generative models,[cognition] decision-making,[cortex] orbitofrontal"
"[computational/modeling] unsupervised learning,[cognition] categorization,[neural coding/decoding] dimensionality reduction"
"[sensory systems] perception,[behavior] motor task,[cortex] visual,[techniques] multi-electrode array"
"[neural coding/decoding] correlations,[computational/modeling] unsupervised learning,[computational/modeling] spiking models,[computational/modeling] recurrent neural networks"
"[behavior] motor task,[cortex] motor,[computational/modeling] recurrent neural networks"
"[sensory systems] vision,[neural coding/decoding] population coding,[behavior] two alternative choice,[cortex] visual"
"[computational/modeling] unsupervised learning,[computational/modeling] generative models,[techniques] imaging cellular"
"[neural coding/decoding] population coding,[learning/plasticity] associative learning,[circuit] amygdala,[neural coding/decoding] dimensionality reduction"
"[other representations] birdsong,[motor systems] cortex,[sensory systems] thalamus"
"[neural coding/decoding] other,[techniques] optogenetics,[computational/modeling] probabilistic/Bayesian,[techniques] electrophysiology"
"[learning/plasticity] reinforcement learning,[cognition] decision-making,[cortex] orbitofrontal,[techniques] electrophysiology"
"[neural coding/decoding] correlations,[techniques] optogenetics,[cortex] visual,[computational/modeling] recurrent neural networks"
"[neural coding/decoding] population coding,[techniques] optogenetics,[cognition] decision-making,[techniques] electrophysiology"
"[sensory systems] vision,[cognition] object/scene recognition,[cognition] memory"
"[learning/plasticity] reinforcement learning,[cortex] motor,[computational/modeling] recurrent neural networks"
"[learning/plasticity] associative learning,[computational/modeling] representational learning,[computational/modeling] deep networks"
"[computational/modeling] unsupervised learning,[computational/modeling] probabilistic/Bayesian"
"[computational/modeling] spiking models,[cognition] attention,[sensory systems] thalamus"
"[neural coding/decoding] information theory,[computational/modeling] mean-field methods"
"[cognition] object/scene recognition,[cortex] visual,[computational/modeling] recurrent neural networks"
"[computational/modeling] mean-field methods,[computational/modeling] recurrent neural networks"
"[sensory systems] multisensory,[cognition] decision-making,[behavior] two alternative choice,[cortex] FEF"
"[computational/modeling] deep networks,[techniques] electrophysiology,[techniques] imaging population"
"[neural coding/decoding] oscillations,[computational/modeling] deep networks,[computational/modeling] recurrent neural networks"
"[sensory systems] multisensory,[learning/plasticity] associative learning,[computational/modeling] recurrent neural networks"
"[computational/modeling] representational learning,[cognition] object/scene recognition,[cortex] visual,[computational/modeling] deep networks"
"[learning/plasticity] rule learning,[computational/modeling] spiking models,[computational/modeling] mean-field methods,[computational/modeling] recurrent neural networks"
"[computational/modeling] unsupervised learning,[behavior] other,[cortex] piriform,[sensory systems] natural stimulus statistics"
"[computational/modeling] sparse coding,[cognition] attention,[circuit] feedforward/recurrent,[circuit] inhibitory interneurons"
"[neural coding/decoding] correlations,[neural coding/decoding] oscillations,[neural coding/decoding] information theory,[techniques] EEGs/field potentials"
"[sensory systems] vision,[techniques] neuroanatomy,[computational/modeling] deep networks,[computational/modeling] recurrent neural networks"
"[computational/modeling] unsupervised learning,[computational/modeling] probabilistic/Bayesian"
"[computational/modeling] linear models,[circuit] hippocampus,[other representations] place cells/fields"
"[computational/modeling] timing,[computational/modeling] probabilistic/Bayesian,[cognition] decision-making,[cognition] choice probability"
"[computational/modeling] neural response modeling,[cortex] visual,[techniques] imaging cellular"
"[sensory systems] vision,[cortex] visual,[computational/modeling] deep networks"
"[neural coding/decoding] population coding,[cognition] decision-making,[behavior] navigation,[cortex] orbitofrontal"
"[neural coding/decoding] population coding,[computational/modeling] neural response modeling,[cortex] somatosensory,[computational/modeling] recurrent neural networks"
"[circuit] hippocampus,[circuit] inhibitory interneurons,[circuit] pyramidal neuron,[sensory systems] cortex"
"[neural coding/decoding] population coding,[neural coding/decoding] information theory,[learning/plasticity] other,[computational/modeling] recurrent neural networks"
"[behavior] fear/threat,[computational/modeling] recurrent neural networks"
"[sensory systems] perception,[cognition] object/scene recognition,[cortex] auditory,[techniques] electrophysiology"
"[computational/modeling] neural response modeling,[computational/modeling] linear models,[cortex] auditory,[computational/modeling] deep networks"
"[techniques] biophysics,[computational/modeling] neural response modeling,[computational/modeling] timing,[techniques] artificial stimulation"
"[sensory systems] vision,[neural coding/decoding] population coding,[computational/modeling] representational learning,[computational/modeling] deep networks"
"[neural coding/decoding] population coding,[learning/plasticity] hippocampus,[cognition] memory,[cortex] entorhinal"
"[cortex] barrel,[computational/modeling] recurrent neural networks,[sensory systems] cortex,[sensory systems] thalamus"
"[techniques] optogenetics,[computational/modeling] mean-field methods,[circuit] inhibitory interneurons,[circuit] pyramidal neuron"
"[behavior] running,[circuit] disinhibition,[circuit] inhibitory interneurons,[cortex] visual"
"[cognition] reward,[computational/modeling] normative modeling"
"[behavior] motor task,[computational/modeling] deep networks,[motor systems] cortex"
"[sensory systems] cortex,[techniques] imaging cellular,[techniques] imaging population"
"[sensory systems] vision,[cortex] visual,[computational/modeling] deep networks,[sensory systems] cortex"
"[computational/modeling] neural response modeling,[techniques] electrophysiology"
"[techniques] optogenetics,[behavior] go-no/go,[cortex] visual,[techniques] imaging population"
"[cognition] decision-making,[behavior] navigation,[circuit] hippocampus,[cortex] prefrontal"
"[learning/plasticity] perceptual learning,[computational/modeling] spiking models,[cognition] decision-making,[cortex] piriform"
"[neural coding/decoding] correlations,[cortex] visual,[techniques] imaging cellular"
"[cognition] decision-making,[motor systems] cortex"
"[cortex] visual,[techniques] electrophysiology,[techniques] imaging cellular,[techniques] imaging population"
"[circuit] disinhibition,[circuit] inhibitory interneurons"
"[techniques] optogenetics,[circuit] feedforward/recurrent,[circuit] hippocampus,[circuit] inhibitory interneurons"
"[cognition] decision-making,[cognition] reward,[circuit] basal ganglia"
"[computational/modeling] representational learning,[cortex] visual,[computational/modeling] deep networks"
"[computational/modeling] unsupervised learning,[behavior] motor task,[computational/modeling] recurrent neural networks"
"[neural coding/decoding] population coding,[computational/modeling] representational learning,[cognition] memory,[circuit] hippocampus"
"[learning/plasticity] reinforcement learning,[computational/modeling] probabilistic/Bayesian,[behavior] navigation,[behavior] other"
"[motor systems] sensorimotor integration,[techniques] neuroanatomy,[behavior] navigation,[computational/modeling] recurrent neural networks"
"[learning/plasticity] reinforcement learning,[cognition] reward"
"[neural coding/decoding] population coding,[techniques] biophysics,[circuit] inhibitory interneurons"
"[sensory systems] perception,[cognition] memory"
